date,crop,market,state,city,price_per_kg,quantity_traded,quality_grade
2023-11-16,Cotton,Vashi Market,Maharashtra,Mumbai,55.56,6301,C
2023-11-16,Cotton,Yeshwanthpur,Karnataka,Bangalore,53.22,9185,A
2023-11-16,Cotton,Ludhiana Mandi,Punjab,Ludhiana,53.53,3334,B
2023-11-16,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,53.35,2284,A
2023-11-16,Soybean,Azadpur Mandi,Delhi,Delhi,40.96,6107,A
2023-11-16,Soybean,Vashi Market,Maharashtra,Mumbai,41.22,5949,C
2023-11-16,Soybean,Yeshwanthpur,Karnataka,Bangalore,39.57,9615,B
2023-11-16,Soybean,Ludhiana Mandi,Punjab,Ludhiana,42.49,5192,B
2023-11-16,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,39.52,5365,A
2023-11-17,Tomato,Azadpur Mandi,Delhi,Delhi,24.05,2863,B
2023-11-17,Tomato,Vashi Market,Maharashtra,Mumbai,27.27,2249,A
2023-11-17,Tomato,Yeshwanthpur,Karnataka,Bangalore,22.43,11546,C
2023-11-17,Tomato,Ludhiana Mandi,Punjab,Ludhiana,23.83,5611,A
2023-11-17,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,27.89,10977,A
2023-11-17,Onion,Azadpur Mandi,Delhi,Delhi,34.05,8932,A
2023-11-17,Onion,Vashi Market,Maharashtra,Mumbai,30.79,11017,B
2023-11-17,Onion,Yeshwanthpur,Karnataka,Bangalore,34.28,10578,B
2023-11-17,Onion,Ludhiana Mandi,Punjab,Ludhiana,31.68,10757,B
2023-11-17,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,33.66,6333,A
2023-11-17,Potato,Azadpur Mandi,Delhi,Delhi,18.05,9939,C
2023-11-17,Potato,Vashi Market,Maharashtra,Mumbai,19.33,10654,B
2023-11-17,Potato,Yeshwanthpur,Karnataka,Bangalore,19.07,6066,B
2023-11-17,Potato,Ludhiana Mandi,Punjab,Ludhiana,20.16,9621,C
2023-11-17,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,20.70,5754,B
2023-11-17,Wheat,Azadpur Mandi,Delhi,Delhi,19.82,6575,C
2023-11-17,Wheat,Vashi Market,Maharashtra,Mumbai,22.09,9550,B
2023-11-17,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.83,11315,B
2023-11-17,Wheat,Ludhiana Mandi,Punjab,Ludhiana,19.99,10435,C
2023-11-17,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,23.44,5765,A
2023-11-17,Rice,Azadpur Mandi,Delhi,Delhi,27.91,3374,B
2023-11-17,Rice,Vashi Market,Maharashtra,Mumbai,26.10,3475,B
2023-11-17,Rice,Yeshwanthpur,Karnataka,Bangalore,26.32,5084,A
2023-11-17,Rice,Ludhiana Mandi,Punjab,Ludhiana,29.54,3033,A
2023-11-17,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,27.45,4535,A
2023-11-17,Cotton,Azadpur Mandi,Delhi,Delhi,55.38,11144,C
2023-11-17,Cotton,Vashi Market,Maharashtra,Mumbai,55.44,7032,B
2023-11-17,Cotton,Yeshwanthpur,Karnataka,Bangalore,53.21,5155,B
2023-11-17,Cotton,Ludhiana Mandi,Punjab,Ludhiana,54.70,8505,B
2023-11-17,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,56.59,10705,B
2023-11-17,Soybean,Azadpur Mandi,Delhi,Delhi,41.82,10828,A
2023-11-17,Soybean,Vashi Market,Maharashtra,Mumbai,43.32,8442,C
2023-11-17,Soybean,Yeshwanthpur,Karnataka,Bangalore,41.72,7162,B
2023-11-17,Soybean,Ludhiana Mandi,Punjab,Ludhiana,41.69,3556,A
2023-11-17,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,43.65,2195,A
2023-11-18,Tomato,Azadpur Mandi,Delhi,Delhi,24.27,4826,A
2023-11-18,Tomato,Vashi Market,Maharashtra,Mumbai,24.22,11688,A
2023-11-18,Tomato,Yeshwanthpur,Karnataka,Bangalore,22.40,5259,C
2023-11-18,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.15,6021,C
2023-11-18,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,28.14,6592,B
2023-11-18,Onion,Azadpur Mandi,Delhi,Delhi,31.97,5886,B
2023-11-18,Onion,Vashi Market,Maharashtra,Mumbai,31.14,2213,A
2023-11-18,Onion,Yeshwanthpur,Karnataka,Bangalore,33.95,3103,A
2023-11-18,Onion,Ludhiana Mandi,Punjab,Ludhiana,29.80,2696,C
2023-11-18,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,34.46,7778,A
2023-11-18,Potato,Azadpur Mandi,Delhi,Delhi,19.06,5962,B
2023-11-18,Potato,Vashi Market,Maharashtra,Mumbai,18.73,8215,C
2023-11-18,Potato,Yeshwanthpur,Karnataka,Bangalore,16.69,6797,C
2023-11-18,Potato,Ludhiana Mandi,Punjab,Ludhiana,21.22,10634,B
2023-11-18,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,17.52,9435,C
2023-11-18,Wheat,Azadpur Mandi,Delhi,Delhi,21.18,6841,B
2023-11-18,Wheat,Vashi Market,Maharashtra,Mumbai,22.73,7501,B
2023-11-18,Wheat,Yeshwanthpur,Karnataka,Bangalore,19.04,11470,C
2023-11-18,Wheat,Ludhiana Mandi,Punjab,Ludhiana,21.80,3147,C
2023-11-18,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,18.57,5226,B
2023-11-18,Rice,Azadpur Mandi,Delhi,Delhi,26.54,10540,A
2023-11-18,Rice,Vashi Market,Maharashtra,Mumbai,26.46,4749,C
2023-11-18,Rice,Yeshwanthpur,Karnataka,Bangalore,27.35,3998,B
2023-11-18,Rice,Ludhiana Mandi,Punjab,Ludhiana,27.79,2234,B
2023-11-18,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,27.06,7640,B
2023-11-18,Cotton,Azadpur Mandi,Delhi,Delhi,56.38,9901,A
2023-11-18,Cotton,Vashi Market,Maharashtra,Mumbai,53.83,4649,B
2023-11-18,Cotton,Yeshwanthpur,Karnataka,Bangalore,55.15,6025,B
2023-11-18,Cotton,Ludhiana Mandi,Punjab,Ludhiana,56.37,11030,A
2023-11-18,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,57.92,11717,A
2023-11-18,Soybean,Azadpur Mandi,Delhi,Delhi,41.68,10588,A
2023-11-18,Soybean,Vashi Market,Maharashtra,Mumbai,40.96,2722,B
2023-11-18,Soybean,Yeshwanthpur,Karnataka,Bangalore,43.04,11512,C
2023-11-18,Soybean,Ludhiana Mandi,Punjab,Ludhiana,41.67,3661,B
2023-11-18,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,39.88,7015,A
2023-11-19,Tomato,Azadpur Mandi,Delhi,Delhi,28.02,11465,B
2023-11-19,Tomato,Vashi Market,Maharashtra,Mumbai,24.91,9489,B
2023-11-19,Tomato,Yeshwanthpur,Karnataka,Bangalore,28.18,9864,A
2023-11-19,Tomato,Ludhiana Mandi,Punjab,Ludhiana,25.63,9759,C
2023-11-19,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,28.39,5052,B
2023-11-19,Onion,Azadpur Mandi,Delhi,Delhi,34.06,7921,B
2023-11-19,Onion,Vashi Market,Maharashtra,Mumbai,32.57,4967,A
2023-11-19,Onion,Yeshwanthpur,Karnataka,Bangalore,32.39,3757,C
2023-11-19,Onion,Ludhiana Mandi,Punjab,Ludhiana,30.61,6321,B
2023-11-19,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,32.92,6943,C
2023-11-19,Potato,Azadpur Mandi,Delhi,Delhi,17.46,6190,C
2023-11-19,Potato,Vashi Market,Maharashtra,Mumbai,17.69,9064,A
2023-11-19,Potato,Yeshwanthpur,Karnataka,Bangalore,17.64,3725,B
2023-11-19,Potato,Ludhiana Mandi,Punjab,Ludhiana,17.60,6783,C
2023-11-19,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,19.89,6692,C
2023-11-19,Wheat,Azadpur Mandi,Delhi,Delhi,19.53,11514,C
2023-11-19,Wheat,Vashi Market,Maharashtra,Mumbai,20.35,5789,C
2023-11-19,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.13,5104,C
2023-11-19,Wheat,Ludhiana Mandi,Punjab,Ludhiana,22.75,11074,C
2023-11-19,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,22.88,5087,B
2023-11-19,Rice,Azadpur Mandi,Delhi,Delhi,30.76,2243,A
2023-11-19,Rice,Vashi Market,Maharashtra,Mumbai,28.32,2880,C
2023-11-19,Rice,Yeshwanthpur,Karnataka,Bangalore,29.16,5768,B
2023-11-19,Rice,Ludhiana Mandi,Punjab,Ludhiana,29.40,10113,B
2023-11-19,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,28.30,8648,B
2023-11-19,Cotton,Azadpur Mandi,Delhi,Delhi,56.89,5323,C
2023-11-19,Cotton,Vashi Market,Maharashtra,Mumbai,55.84,2193,B
2023-11-19,Cotton,Yeshwanthpur,Karnataka,Bangalore,55.19,4158,A
2023-11-19,Cotton,Ludhiana Mandi,Punjab,Ludhiana,55.03,3219,A
2023-11-19,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,54.69,7163,A
2023-11-19,Soybean,Azadpur Mandi,Delhi,Delhi,40.79,5801,C
2023-11-19,Soybean,Vashi Market,Maharashtra,Mumbai,39.82,8981,A
2023-11-19,Soybean,Yeshwanthpur,Karnataka,Bangalore,42.31,2591,A
2023-11-19,Soybean,Ludhiana Mandi,Punjab,Ludhiana,41.16,6219,A
2023-11-19,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,44.12,3149,A
2023-11-20,Tomato,Azadpur Mandi,Delhi,Delhi,24.94,3351,A
2023-11-20,Tomato,Vashi Market,Maharashtra,Mumbai,27.94,2538,B
2023-11-20,Tomato,Yeshwanthpur,Karnataka,Bangalore,23.31,3252,B
2023-11-20,Tomato,Ludhiana Mandi,Punjab,Ludhiana,27.36,9645,B
2023-11-20,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,22.71,3309,B
2023-11-20,Onion,Azadpur Mandi,Delhi,Delhi,35.52,4002,B
2023-11-20,Onion,Vashi Market,Maharashtra,Mumbai,34.60,6149,C
2023-11-20,Onion,Yeshwanthpur,Karnataka,Bangalore,32.85,4534,C
2023-11-20,Onion,Ludhiana Mandi,Punjab,Ludhiana,34.62,4580,B
2023-11-20,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,34.54,11401,B
2023-11-20,Potato,Azadpur Mandi,Delhi,Delhi,15.63,3841,C
2023-11-20,Potato,Vashi Market,Maharashtra,Mumbai,16.07,4048,C
2023-11-20,Potato,Yeshwanthpur,Karnataka,Bangalore,18.10,11406,B
2023-11-20,Potato,Ludhiana Mandi,Punjab,Ludhiana,20.44,3755,C
2023-11-20,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,15.64,10010,B
2023-11-20,Wheat,Azadpur Mandi,Delhi,Delhi,21.22,7497,C
2023-11-20,Wheat,Vashi Market,Maharashtra,Mumbai,19.40,5254,B
2023-11-20,Wheat,Yeshwanthpur,Karnataka,Bangalore,21.02,4185,C
2023-11-20,Wheat,Ludhiana Mandi,Punjab,Ludhiana,18.82,3778,A
2023-11-20,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,19.79,10285,A
2023-11-20,Rice,Azadpur Mandi,Delhi,Delhi,29.13,11655,A
2023-11-20,Rice,Vashi Market,Maharashtra,Mumbai,29.81,11918,C
2023-11-20,Rice,Yeshwanthpur,Karnataka,Bangalore,30.38,5342,A
2023-11-20,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.60,11421,B
2023-11-20,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,26.18,4248,B
2023-11-20,Cotton,Azadpur Mandi,Delhi,Delhi,53.77,5597,C
2023-11-20,Cotton,Vashi Market,Maharashtra,Mumbai,53.96,9516,A
2023-11-20,Cotton,Yeshwanthpur,Karnataka,Bangalore,53.86,11768,A
2023-11-20,Cotton,Ludhiana Mandi,Punjab,Ludhiana,56.43,8404,B
2023-11-20,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,58.13,11804,C
2023-11-20,Soybean,Azadpur Mandi,Delhi,Delhi,44.93,4069,C
2023-11-20,Soybean,Vashi Market,Maharashtra,Mumbai,40.95,5628,B
2023-11-20,Soybean,Yeshwanthpur,Karnataka,Bangalore,43.09,8354,B
2023-11-20,Soybean,Ludhiana Mandi,Punjab,Ludhiana,43.80,10270,A
2023-11-20,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,43.90,2752,A
2023-11-21,Tomato,Azadpur Mandi,Delhi,Delhi,23.36,11306,C
2023-11-21,Tomato,Vashi Market,Maharashtra,Mumbai,26.66,10855,A
2023-11-21,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.83,6282,A
2023-11-21,Tomato,Ludhiana Mandi,Punjab,Ludhiana,22.63,2038,C
2023-11-21,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,27.57,11686,C
2023-11-21,Onion,Azadpur Mandi,Delhi,Delhi,30.25,3273,C
2023-11-21,Onion,Vashi Market,Maharashtra,Mumbai,30.23,3399,B
2023-11-21,Onion,Yeshwanthpur,Karnataka,Bangalore,30.60,2328,B
2023-11-21,Onion,Ludhiana Mandi,Punjab,Ludhiana,31.89,6201,A
2023-11-21,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,32.41,11726,A
2023-11-21,Potato,Azadpur Mandi,Delhi,Delhi,19.38,7221,B
2023-11-21,Potato,Vashi Market,Maharashtra,Mumbai,17.94,10540,C
2023-11-21,Potato,Yeshwanthpur,Karnataka,Bangalore,15.75,5092,B
2023-11-21,Potato,Ludhiana Mandi,Punjab,Ludhiana,16.90,9185,B
2023-11-21,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,20.04,11494,A
2023-11-21,Wheat,Azadpur Mandi,Delhi,Delhi,20.20,10904,B
2023-11-21,Wheat,Vashi Market,Maharashtra,Mumbai,23.06,3963,B
2023-11-21,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.96,6871,B
2023-11-21,Wheat,Ludhiana Mandi,Punjab,Ludhiana,20.50,5333,A
2023-11-21,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,18.87,3678,C
2023-11-21,Rice,Azadpur Mandi,Delhi,Delhi,28.82,6676,A
2023-11-21,Rice,Vashi Market,Maharashtra,Mumbai,27.31,9839,A
2023-11-21,Rice,Yeshwanthpur,Karnataka,Bangalore,29.75,4558,A
2023-11-21,Rice,Ludhiana Mandi,Punjab,Ludhiana,27.22,8429,C
2023-11-21,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,29.77,9568,B
2023-11-21,Cotton,Azadpur Mandi,Delhi,Delhi,53.06,3522,B
2023-11-21,Cotton,Vashi Market,Maharashtra,Mumbai,54.07,10590,A
2023-11-21,Cotton,Yeshwanthpur,Karnataka,Bangalore,54.86,10397,B
2023-11-21,Cotton,Ludhiana Mandi,Punjab,Ludhiana,54.38,6008,A
2023-11-21,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,54.81,5869,A
2023-11-21,Soybean,Azadpur Mandi,Delhi,Delhi,42.38,4311,B
2023-11-21,Soybean,Vashi Market,Maharashtra,Mumbai,43.45,8744,C
2023-11-21,Soybean,Yeshwanthpur,Karnataka,Bangalore,43.70,9189,B
2023-11-21,Soybean,Ludhiana Mandi,Punjab,Ludhiana,41.52,11307,C
2023-11-21,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.05,11132,C
2023-11-22,Tomato,Azadpur Mandi,Delhi,Delhi,27.18,3326,C
2023-11-22,Tomato,Vashi Market,Maharashtra,Mumbai,25.04,8021,A
2023-11-22,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.13,5376,B
2023-11-22,Tomato,Ludhiana Mandi,Punjab,Ludhiana,25.62,7528,A
2023-11-22,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,27.06,10955,B
2023-11-22,Onion,Azadpur Mandi,Delhi,Delhi,32.25,3285,A
2023-11-22,Onion,Vashi Market,Maharashtra,Mumbai,33.01,4360,B
2023-11-22,Onion,Yeshwanthpur,Karnataka,Bangalore,35.65,5875,B
2023-11-22,Onion,Ludhiana Mandi,Punjab,Ludhiana,33.18,5321,C
2023-11-22,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,34.24,11528,A
2023-11-22,Potato,Azadpur Mandi,Delhi,Delhi,16.39,10987,C
2023-11-22,Potato,Vashi Market,Maharashtra,Mumbai,20.40,6553,A
2023-11-22,Potato,Yeshwanthpur,Karnataka,Bangalore,17.86,7301,A
2023-11-22,Potato,Ludhiana Mandi,Punjab,Ludhiana,18.65,8454,B
2023-11-22,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,17.32,6354,C
2023-11-22,Wheat,Azadpur Mandi,Delhi,Delhi,21.38,5773,C
2023-11-22,Wheat,Vashi Market,Maharashtra,Mumbai,20.40,10266,C
2023-11-22,Wheat,Yeshwanthpur,Karnataka,Bangalore,22.91,3151,C
2023-11-22,Wheat,Ludhiana Mandi,Punjab,Ludhiana,24.29,9374,C
2023-11-22,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,23.09,9623,C
2023-11-22,Rice,Azadpur Mandi,Delhi,Delhi,30.33,2386,C
2023-11-22,Rice,Vashi Market,Maharashtra,Mumbai,30.68,10726,A
2023-11-22,Rice,Yeshwanthpur,Karnataka,Bangalore,28.32,6913,B
2023-11-22,Rice,Ludhiana Mandi,Punjab,Ludhiana,28.72,6428,C
2023-11-22,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,26.13,5865,A
2023-11-22,Cotton,Azadpur Mandi,Delhi,Delhi,54.27,11420,C
2023-11-22,Cotton,Vashi Market,Maharashtra,Mumbai,53.67,7037,C
2023-11-22,Cotton,Yeshwanthpur,Karnataka,Bangalore,55.90,9531,A
2023-11-22,Cotton,Ludhiana Mandi,Punjab,Ludhiana,56.33,4357,C
2023-11-22,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,58.29,8909,B
2023-11-22,Soybean,Azadpur Mandi,Delhi,Delhi,44.78,3308,C
2023-11-22,Soybean,Vashi Market,Maharashtra,Mumbai,40.01,10695,C
2023-11-22,Soybean,Yeshwanthpur,Karnataka,Bangalore,45.24,9445,C
2023-11-22,Soybean,Ludhiana Mandi,Punjab,Ludhiana,44.15,10451,C
2023-11-22,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,41.56,10465,C
2023-11-23,Tomato,Azadpur Mandi,Delhi,Delhi,24.90,11652,C
2023-11-23,Tomato,Vashi Market,Maharashtra,Mumbai,24.17,3720,C
2023-11-23,Tomato,Yeshwanthpur,Karnataka,Bangalore,28.70,11388,A
2023-11-23,Tomato,Ludhiana Mandi,Punjab,Ludhiana,26.26,2351,A
2023-11-23,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,28.57,9586,C
2023-11-23,Onion,Azadpur Mandi,Delhi,Delhi,32.66,11750,A
2023-11-23,Onion,Vashi Market,Maharashtra,Mumbai,32.00,7070,C
2023-11-23,Onion,Yeshwanthpur,Karnataka,Bangalore,34.88,4997,C
2023-11-23,Onion,Ludhiana Mandi,Punjab,Ludhiana,35.44,6875,B
2023-11-23,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,31.65,2333,B
2023-11-23,Potato,Azadpur Mandi,Delhi,Delhi,20.32,2243,B
2023-11-23,Potato,Vashi Market,Maharashtra,Mumbai,19.00,4077,A
2023-11-23,Potato,Yeshwanthpur,Karnataka,Bangalore,17.90,5528,C
2023-11-23,Potato,Ludhiana Mandi,Punjab,Ludhiana,16.12,3670,B
2023-11-23,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,21.36,10242,B
2023-11-23,Wheat,Azadpur Mandi,Delhi,Delhi,24.36,3906,C
2023-11-23,Wheat,Vashi Market,Maharashtra,Mumbai,19.40,11821,B
2023-11-23,Wheat,Yeshwanthpur,Karnataka,Bangalore,21.84,11323,B
2023-11-23,Wheat,Ludhiana Mandi,Punjab,Ludhiana,20.41,3102,C
2023-11-23,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,23.37,10109,C
2023-11-23,Rice,Azadpur Mandi,Delhi,Delhi,31.51,4548,A
2023-11-23,Rice,Vashi Market,Maharashtra,Mumbai,29.22,10283,B
2023-11-23,Rice,Yeshwanthpur,Karnataka,Bangalore,29.92,11994,A
2023-11-23,Rice,Ludhiana Mandi,Punjab,Ludhiana,29.20,2018,A
2023-11-23,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,27.45,9329,B
2023-11-23,Cotton,Azadpur Mandi,Delhi,Delhi,55.10,9147,B
2023-11-23,Cotton,Vashi Market,Maharashtra,Mumbai,53.37,2363,B
2023-11-23,Cotton,Yeshwanthpur,Karnataka,Bangalore,56.17,5415,C
2023-11-23,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.26,11043,C
2023-11-23,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,57.18,6928,C
2023-11-23,Soybean,Azadpur Mandi,Delhi,Delhi,44.80,3167,C
2023-11-23,Soybean,Vashi Market,Maharashtra,Mumbai,44.46,7203,A
2023-11-23,Soybean,Yeshwanthpur,Karnataka,Bangalore,44.82,11784,A
2023-11-23,Soybean,Ludhiana Mandi,Punjab,Ludhiana,45.02,7739,A
2023-11-23,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,40.11,4454,B
2023-11-24,Tomato,Azadpur Mandi,Delhi,Delhi,23.68,9901,B
2023-11-24,Tomato,Vashi Market,Maharashtra,Mumbai,24.34,10488,C
2023-11-24,Tomato,Yeshwanthpur,Karnataka,Bangalore,28.62,4522,A
2023-11-24,Tomato,Ludhiana Mandi,Punjab,Ludhiana,23.28,3997,A
2023-11-24,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,24.58,9353,C
2023-11-24,Onion,Azadpur Mandi,Delhi,Delhi,32.24,11472,C
2023-11-24,Onion,Vashi Market,Maharashtra,Mumbai,35.36,7176,A
2023-11-24,Onion,Yeshwanthpur,Karnataka,Bangalore,34.84,8196,B
2023-11-24,Onion,Ludhiana Mandi,Punjab,Ludhiana,32.35,7099,B
2023-11-24,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,35.73,10755,A
2023-11-24,Potato,Azadpur Mandi,Delhi,Delhi,16.47,7452,A
2023-11-24,Potato,Vashi Market,Maharashtra,Mumbai,19.68,2358,B
2023-11-24,Potato,Yeshwanthpur,Karnataka,Bangalore,20.19,7541,C
2023-11-24,Potato,Ludhiana Mandi,Punjab,Ludhiana,19.69,7099,C
2023-11-24,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,19.95,11709,C
2023-11-24,Wheat,Azadpur Mandi,Delhi,Delhi,20.16,11678,A
2023-11-24,Wheat,Vashi Market,Maharashtra,Mumbai,22.01,2354,B
2023-11-24,Wheat,Yeshwanthpur,Karnataka,Bangalore,20.45,7156,B
2023-11-24,Wheat,Ludhiana Mandi,Punjab,Ludhiana,22.68,11103,A
2023-11-24,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,19.67,10812,C
2023-11-24,Rice,Azadpur Mandi,Delhi,Delhi,28.83,2630,C
2023-11-24,Rice,Vashi Market,Maharashtra,Mumbai,31.01,7571,C
2023-11-24,Rice,Yeshwanthpur,Karnataka,Bangalore,25.82,11025,C
2023-11-24,Rice,Ludhiana Mandi,Punjab,Ludhiana,26.30,3745,C
2023-11-24,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,29.71,9425,C
2023-11-24,Cotton,Azadpur Mandi,Delhi,Delhi,53.89,5854,A
2023-11-24,Cotton,Vashi Market,Maharashtra,Mumbai,55.22,8655,B
2023-11-24,Cotton,Yeshwanthpur,Karnataka,Bangalore,57.56,4309,C
2023-11-24,Cotton,Ludhiana Mandi,Punjab,Ludhiana,57.46,3163,A
2023-11-24,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,53.62,11733,B
2023-11-24,Soybean,Azadpur Mandi,Delhi,Delhi,41.18,8126,A
2023-11-24,Soybean,Vashi Market,Maharashtra,Mumbai,43.39,5959,A
2023-11-24,Soybean,Yeshwanthpur,Karnataka,Bangalore,40.33,10578,A
2023-11-24,Soybean,Ludhiana Mandi,Punjab,Ludhiana,39.92,9161,C
2023-11-24,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,42.68,6148,C
2023-11-25,Tomato,Azadpur Mandi,Delhi,Delhi,25.54,8476,C
2023-11-25,Tomato,Vashi Market,Maharashtra,Mumbai,24.09,6741,A
2023-11-25,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.23,8183,C
2023-11-25,Tomato,Ludhiana Mandi,Punjab,Ludhiana,25.00,9728,C
2023-11-25,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,25.00,10882,C
2023-11-25,Onion,Azadpur Mandi,Delhi,Delhi,32.29,3656,A
2023-11-25,Onion,Vashi Market,Maharashtra,Mumbai,31.24,7166,A
2023-11-25,Onion,Yeshwanthpur,Karnataka,Bangalore,33.97,7755,A
2023-11-25,Onion,Ludhiana Mandi,Punjab,Ludhiana,31.42,3266,A
2023-11-25,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,35.25,3380,A
2023-11-25,Potato,Azadpur Mandi,Delhi,Delhi,16.08,8188,C
2023-11-25,Potato,Vashi Market,Maharashtra,Mumbai,21.58,2491,C
2023-11-25,Potato,Yeshwanthpur,Karnataka,Bangalore,20.84,9768,B
2023-11-25,Potato,Ludhiana Mandi,Punjab,Ludhiana,21.11,4049,A
2023-11-25,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,16.92,5823,B
2023-11-25,Wheat,Azadpur Mandi,Delhi,Delhi,24.47,4917,A
2023-11-25,Wheat,Vashi Market,Maharashtra,Mumbai,23.98,3514,A
2023-11-25,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.57,10133,C
2023-11-25,Wheat,Ludhiana Mandi,Punjab,Ludhiana,23.39,5338,A
2023-11-25,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,24.02,6650,B
2023-11-25,Rice,Azadpur Mandi,Delhi,Delhi,28.80,8902,C
2023-11-25,Rice,Vashi Market,Maharashtra,Mumbai,28.79,11178,C
2023-11-25,Rice,Yeshwanthpur,Karnataka,Bangalore,26.56,2745,A
2023-11-25,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.07,2652,B
2023-11-25,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,26.01,6291,B
2023-11-25,Cotton,Azadpur Mandi,Delhi,Delhi,54.32,2621,C
2023-11-25,Cotton,Vashi Market,Maharashtra,Mumbai,56.14,8237,A
2023-11-25,Cotton,Yeshwanthpur,Karnataka,Bangalore,57.59,3958,C
2023-11-25,Cotton,Ludhiana Mandi,Punjab,Ludhiana,56.93,9694,C
2023-11-25,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,57.54,11066,B
2023-11-25,Soybean,Azadpur Mandi,Delhi,Delhi,44.54,10114,C
2023-11-25,Soybean,Vashi Market,Maharashtra,Mumbai,39.93,9574,B
2023-11-25,Soybean,Yeshwanthpur,Karnataka,Bangalore,40.35,6250,A
2023-11-25,Soybean,Ludhiana Mandi,Punjab,Ludhiana,42.82,4335,B
2023-11-25,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,41.76,8787,B
2023-11-26,Tomato,Azadpur Mandi,Delhi,Delhi,23.11,7620,C
2023-11-26,Tomato,Vashi Market,Maharashtra,Mumbai,26.38,5312,C
